물품,토큰,계약금액,계약일
[대학혁신지원사업] 2021학년도 수시모집 공연예술학과 연기 2차 실기고사용 투명마스크,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '연기', '실기', '사용', '투명', '마스크']",278500,2020-12-03
홍보팀 공보 관련 물품,"['홍보팀', '공보', '관련', '물품']",51700,2020-12-03
융합과학기술원 인간유전체연구센터 소모품,"['융합', '과학기술원', '인간', '유전체', '연구', '센터', '소모품']",218000,2020-12-04
[예술체육대학 조형예술학부] 시너스 에코파인아트 (실험실습비),"['에코', '아트', '실험', '실습']",170000,2020-12-04
대외전략과 대외협력업무용 기념품,"['대외', '전략', '대외협력', '업무', '기념품']",1650000,2020-12-04
"(체육진흥원-2020대학운동부평가및지원사업)탁구,사격부 훈련용품(방한복등)","['체육', '진흥', '학운동', '부평', '지원', '사업', '탁구', '사격', '훈련', '용품', '방한복']",5224500,2020-12-04
"(체육진흥원-시체육회)탁구,사격,테니스부 훈련용품(훈련복등)","['체육', '진흥', '체육회', '탁구', '사격', '테니스', '훈련', '용품', '훈련', '복등']",4706200,2020-12-04
"(체육진흥원-시체육회)탁구,사격,테니스부 훈련용품(훈련복등)","['체육', '진흥', '체육회', '탁구', '사격', '테니스', '훈련', '용품', '훈련', '복등']",4706200,2020-12-04
대외전략과 대외협력업무용 기념품,"['대외', '전략', '대외협력', '업무', '기념품']",739260,2020-12-04
대외전략과 대외협력업무용 기념품,"['대외', '전략', '대외협력', '업무', '기념품']",1650000,2020-12-04
[예술체육대학 조형예술학부] 시너스 에코파인아트 (실험실습비),"['에코', '아트', '실험', '실습']",170000,2020-12-04
융합과학기술원 인간유전체연구센터 소모품,"['융합', '과학기술원', '인간', '유전체', '연구', '센터', '소모품']",218000,2020-12-04
"(체육진흥원-2020대학운동부평가및지원사업)탁구,사격부 훈련용품(방한복등)","['체육', '진흥', '학운동', '부평', '지원', '사업', '탁구', '사격', '훈련', '용품', '방한복']",5224500,2020-12-04
대외전략과 대외협력업무용 기념품,"['대외', '전략', '대외협력', '업무', '기념품']",739260,2020-12-04
(일어일문학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",46000,2020-12-05
(에너지화학공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",411950,2020-12-05
(생명.나노바이오학과)2020학년도 2학기 실험실습재료,"['생명', '나노', '바이오', '학과', '학년', '학기', '실험', '실습', '재료']",204000,2020-12-05
(정치외교)2020학년도 2학기 실험실습재료,"['정치', '외교', '학년', '학기', '실험', '실습', '재료']",108900,2020-12-05
(사회복지학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",321000,2020-12-05
(메카트로닉스)2020학년도 2학기 실험실습재료,"['메카트로닉스', '학년', '학기', '실험', '실습', '재료']",230000,2020-12-05
(안전공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",380100,2020-12-05
(메카트로닉스)2020학년도 2학기 실험실습재료,"['메카트로닉스', '학년', '학기', '실험', '실습', '재료']",230000,2020-12-05
(에너지화학공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",411950,2020-12-05
(안전공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",380100,2020-12-05
(생명.나노바이오학과)2020학년도 2학기 실험실습재료,"['생명', '나노', '바이오', '학과', '학년', '학기', '실험', '실습', '재료']",204000,2020-12-05
(일어일문학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",46000,2020-12-05
(사회복지학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",321000,2020-12-05
(정치외교)2020학년도 2학기 실험실습재료,"['정치', '외교', '학년', '학기', '실험', '실습', '재료']",108900,2020-12-05
(체육진흥원)사무용품(모니터보안필름),"['체육', '진흥', '사무', '용품', '모니터', '보안', '필름']",57200,2020-12-07
(체육진흥원)사무용품(모니터보안필름),"['체육', '진흥', '사무', '용품', '모니터', '보안', '필름']",57200,2020-12-07
(의류학과)2020학년도 2학기 실험실습재료,"['의류', '학과', '학년', '학기', '실험', '실습', '재료']",22050,2020-12-07
부서운영물품,"['부서', '운영', '물품']",141000,2020-12-07
(생명과학전공)실험실습재료(새모이 외 4종),"['실험', '실습', '재료', '모이']",142680,2020-12-07
( 컴퓨터공학과)2020학년도 2학기 실험실습재료,"['컴퓨터공학', '학년', '학기', '실험', '실습', '재료']",298640,2020-12-07
( 컴퓨터공학과)2020학년도 2학기 실험실습재료,"['컴퓨터공학', '학년', '학기', '실험', '실습', '재료']",298640,2020-12-07
(생명과학전공)실험실습재료(새모이 외 4종),"['실험', '실습', '재료', '모이']",142680,2020-12-07
부서운영물품,"['부서', '운영', '물품']",141000,2020-12-07
산업경영공학과 교육용기자재(컴퓨터 외),"['교육', '용기', '자재', '컴퓨터']",12850000,2020-12-07
(의류학과)2020학년도 2학기 실험실습재료,"['의류', '학과', '학년', '학기', '실험', '실습', '재료']",22050,2020-12-07
문화자치위원회 및 학생복지시설비품,"['문화', '자치', '위원회', '학생복', '시설', '비품']",848000,2020-12-08
인력개발팀(인천대학교노동조합 사무실) 비품,"['인력', '개발', '인천대학교', '노동조합', '사무실', '비품']",1446000,2020-12-08
(생명과학전공)실험실습재료(브라더 DR02355 드럼),"['실험', '실습', '재료', '브라더', '드럼']",38300,2020-12-08
사무용품,"['사무', '용품']",258600,2020-12-08
SSD 하드디스크 및 케이블,"['하드디스크', '케이블']",3116000,2020-12-08
온통밤(온라인 동북아통상인의 밤) 행사 상품,"['온통', '온라인', '동북아', '통상', '행사', '상품']",2348700,2020-12-08
K-MOOC 운영 물품,"['운영', '물품']",547400,2020-12-08
[대학혁신] 선배들이 알려주는 교양교육 에세이 상품,"['대학', '혁신', '선배', '교양', '교육', '에세이', '상품']",1123000,2020-12-08
도서관 정수기 종이컵,"['도서관', '정수기', '종이컵']",1032000,2020-12-08
사무용품,"['사무', '용품']",258600,2020-12-08
SSD 하드디스크 및 케이블,"['하드디스크', '케이블']",3116000,2020-12-08
도서관 정수기 종이컵,"['도서관', '정수기', '종이컵']",1032000,2020-12-08
K-MOOC 운영 물품,"['운영', '물품']",547400,2020-12-08
[대학혁신] 선배들이 알려주는 교양교육 에세이 상품,"['대학', '혁신', '선배', '교양', '교육', '에세이', '상품']",1123000,2020-12-08
(생명과학전공)실험실습재료(브라더 DR02355 드럼),"['실험', '실습', '재료', '브라더', '드럼']",38300,2020-12-08
(산업경영공학과) 학과평가지표사업 복합교육공간 환경구축 비품,"['학과', '평가', '지표', '사업', '복합', '교육', '공간', '환경', '구축', '비품']",3415500,2020-12-08
(생명공학전공)실험실습재료(StaySafe Nucleic Acid Gel Stain 외 2건),"['실험', '실습', '재료']",152900,2020-12-09
(체육진흥원-2020대학운동부평가및지원사업)사격부 훈련용품(에어통등),"['체육', '진흥', '학운동', '부평', '지원', '사업', '사격', '훈련', '용품', '에어', '통등']",1400000,2020-12-09
"(체육진흥원-시체육회)탁구부 훈련용품(탁구공,팬츠)","['체육', '진흥', '체육회', '탁구', '훈련', '용품', '탁구공', '팬츠']",6320000,2020-12-09
부서운영 소모품,"['부서', '운영', '소모품']",135000,2020-12-09
부서운영 소모품,"['부서', '운영', '소모품']",135000,2020-12-09
(체육진흥원-2020대학운동부평가및지원사업)사격부 훈련용품(에어통등),"['체육', '진흥', '학운동', '부평', '지원', '사업', '사격', '훈련', '용품', '에어', '통등']",1400000,2020-12-09
(생명공학전공)실험실습재료(StaySafe Nucleic Acid Gel Stain 외 2건),"['실험', '실습', '재료']",152900,2020-12-09
"(체육진흥원-시체육회)탁구부 훈련용품(탁구공,팬츠)","['체육', '진흥', '체육회', '탁구', '훈련', '용품', '탁구공', '팬츠']",6320000,2020-12-09
(화학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",643720,2020-12-10
제7회 중국어 말하기 대회 상장 용지,"['중국어', '대회', '상장', '용지']",35000,2020-12-10
기초교육원 부서운영 소모품,"['부서', '운영', '소모품']",70700,2020-12-10
[예술체육대학 조형예술학부]「ART SPACE IN 공모 특별기획展 1차」 현수막(일반수용비) 제작,"['공모', '특별', '기획', '현수막', '용비', '제작']",66000,2020-12-10
(물리학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",252900,2020-12-10
무역학부 실험실습재료,"['실험', '실습', '재료']",831800,2020-12-10
[일어일문]학과 수업용재료,"['일어', '일문', '학과', '수업', '재료']",1149500,2020-12-10
(생명과학전공)실험실습재료(새둥지 쪼롱이집),"['실험', '실습', '재료', '새둥지', '쪼롱', '이집']",56000,2020-12-10
(신소재공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",279000,2020-12-10
(생명과학전공)실험실습재료(새둥지 쪼롱이집),"['실험', '실습', '재료', '새둥지', '쪼롱', '이집']",56000,2020-12-10
(생명과학전공)실험실습재료(먼슬리 매트),"['실험', '실습', '재료', '먼슬리', '매트']",15300,2020-12-10
INU어학센터 강의준비용품,"['어학', '센터', '강의', '준비', '용품']",224900,2020-12-10
[일어일문]학과 수업용재료,"['일어', '일문', '학과', '수업', '재료']",1149500,2020-12-10
무역학부 실험실습재료,"['실험', '실습', '재료']",831800,2020-12-10
(화학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",643720,2020-12-10
기초교육원 부서운영 소모품,"['부서', '운영', '소모품']",70700,2020-12-10
INU어학센터 강의준비용품,"['어학', '센터', '강의', '준비', '용품']",224900,2020-12-10
(신소재공학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",279000,2020-12-10
(생명과학전공)실험실습재료(먼슬리 매트),"['실험', '실습', '재료', '먼슬리', '매트']",15300,2020-12-10
(물리학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",252900,2020-12-10
[예술체육대학 조형예술학부]「ART SPACE IN 공모 특별기획展 1차」 현수막(일반수용비) 제작,"['공모', '특별', '기획', '현수막', '용비', '제작']",66000,2020-12-10
제7회 중국어 말하기 대회 상장 용지,"['중국어', '대회', '상장', '용지']",35000,2020-12-10
[대학혁신](중국 일대일로) 동영상 편집프로그램(라이센스),"['대학', '혁신', '중국', '일대일', '동영상', '편집', '프로그램', '라이센스']",277200,2020-12-11
(체육진흥원-시체육회)양궁부 훈련용품(스핀깃등),"['체육', '진흥', '체육회', '양궁', '훈련', '용품', '스핀', '깃등']",913309,2020-12-14
[대학혁신] 선배들이 알려주는 교양교육 에세이 기념품,"['대학', '혁신', '선배', '교양', '교육', '에세이', '기념품']",150600,2020-12-14
[대학혁신] 선배들이 알려주는 교양교육 에세이 기념품,"['대학', '혁신', '선배', '교양', '교육', '에세이', '기념품']",150600,2020-12-14
공자학원 사무용품,"['공자', '학원', '사무', '용품']",87600,2020-12-14
[대학혁신](빅데이터) 사무용품,"['대학', '혁신', '빅데이터', '사무', '용품']",539300,2020-12-14
[대학혁신](빅데이터) 사무용품,"['대학', '혁신', '빅데이터', '사무', '용품']",539300,2020-12-14
공자학원 사무용품,"['공자', '학원', '사무', '용품']",87600,2020-12-14
(체육진흥원-시체육회)양궁부 훈련용품(스핀깃등),"['체육', '진흥', '체육회', '양궁', '훈련', '용품', '스핀', '깃등']",913309,2020-12-14
(행정학과)2020학년도 2학기 실험실습재료,"['학년', '학기', '실험', '실습', '재료']",128000,2020-12-15
(생명과학과)2020학년도 2학기 실험실습재료,"['생명과학', '학년', '학기', '실험', '실습', '재료']",834000,2020-12-15
［일어일문］외국인학생 유치에 따른 학과 집기비품,"['일어', '일문', '외국인', '학생', '유치', '학과', '집기', '비품']",1165000,2020-12-15
